datetime,Bx,By
2022-06-08 18:12:08+00:00,-18.43869375,3.84454375
2022-06-08 18:12:12+00:00,-18.379599731903486,5.868621179624665
2022-06-08 18:12:16+00:00,-19.161708943089433,-0.7927872628726287
2022-06-08 18:12:20+00:00,-13.347370133333333,-10.022273333333333
2022-06-08 18:12:24+00:00,-15.571638235294117,-10.951525401069519
2022-06-08 18:12:28+00:00,-14.98470875331565,-8.599750928381964
2022-06-08 18:12:32+00:00,5.567388346883469,-5.1073157181571815
2022-06-08 18:12:36+00:00,16.04436222826087,-1.2383133152173913
2022-06-08 18:12:40+00:00,17.998697282608696,-0.9299163043478261
2022-06-08 18:12:44+00:00,16.70122282608696,-1.7085016304347826
2022-06-08 18:12:48+00:00,-2.9251673076923077,-14.763333516483517
2022-06-08 18:12:52+00:00,-6.634517679558011,-18.60115690607735
2022-06-08 18:12:56+00:00,13.037417127071823,-6.792796132596686
2022-06-08 18:13:00+00:00,16.999691988950275,-0.4870875690607735
2022-06-08 18:13:04+00:00,15.333691460055096,0.9249589531680441
2022-06-08 18:13:08+00:00,18.063780108991825,-3.274316621253406
2022-06-08 18:13:12+00:00,18.13985822102426,-1.544376010781671
2022-06-08 18:13:16+00:00,19.142755675675676,-3.9151735135135133
2022-06-08 18:13:20+00:00,21.270608894878706,-1.2072366576819407
2022-06-08 18:13:24+00:00,17.323513746630727,-2.9353730458221023
2022-06-08 18:13:28+00:00,18.32554945652174,-0.5943434782608695
2022-06-08 18:13:32+00:00,17.879503814713896,-1.340965122615804
2022-06-08 18:13:36+00:00,18.713526133333332,-1.9176122666666666
2022-06-08 18:13:40+00:00,18.467228493150685,-0.4001843835616438
2022-06-08 18:13:44+00:00,16.8522773480663,-1.4786740331491712
2022-06-08 18:13:48+00:00,17.196009239130436,-2.9104480978260874
2022-06-08 18:13:52+00:00,17.497058221024258,-2.5222752021563344
2022-06-08 18:13:56+00:00,19.105145504087194,-5.057869209809264
2022-06-08 18:14:00+00:00,18.419698360655737,-1.8529398907103827
2022-06-08 18:14:04+00:00,17.177934877384196,-1.2647455040871936
2022-06-08 18:14:08+00:00,19.854371584699454,0.4704964480874317
2022-06-08 18:14:12+00:00,19.225089945652172,-2.2349296195652175
2022-06-08 18:14:16+00:00,20.069077049180326,0.23140983606557378
2022-06-08 18:14:20+00:00,17.631790566037736,-0.71578948787062
2022-06-08 18:14:24+00:00,19.03661793478261,-3.262567663043478
2022-06-08 18:14:28+00:00,15.502397826086957,-0.5415103260869565
2022-06-08 18:14:32+00:00,-4.340440489130435,-12.102429619565216
2022-06-08 18:14:36+00:00,-3.370069066666667,-14.7241216
2022-06-08 18:14:40+00:00,-3.613214555256065,-14.13322884097035
2022-06-08 18:14:44+00:00,-2.229615702479339,-14.325954269972451
2022-06-08 18:14:48+00:00,-3.0394040650406504,-16.431830623306233
2022-06-08 18:14:52+00:00,-4.942313351498638,-14.840215803814713
2022-06-08 18:14:56+00:00,-3.034932872928177,-13.895430386740331
2022-06-08 18:15:00+00:00,-3.880188121546962,-13.972868508287291
2022-06-08 18:15:04+00:00,-4.093632596685083,-15.739148066298343
2022-06-08 18:15:08+00:00,-6.361011263736264,-16.199412087912087
2022-06-08 18:15:12+00:00,-6.885639946380697,-15.581017962466486
2022-06-08 18:15:16+00:00,-6.93340962566845,-14.955352139037434
2022-06-08 18:15:20+00:00,10.057170731707316,-7.108909485094851
2022-06-08 18:15:24+00:00,17.141624657534248,-2.1399306849315067
2022-06-08 18:15:28+00:00,-0.802689226519337,-17.565459392265193
2022-06-08 18:15:32+00:00,-2.013950969529086,-20.444584764542938
2022-06-08 18:15:36+00:00,-15.888154419889505,-4.388989502762431
2022-06-08 18:15:40+00:00,-14.333095856353589,-4.727080386740331
2022-06-08 18:15:44+00:00,-5.10695497237569,-18.796115193370166
2022-06-08 18:15:48+00:00,-6.218595303867403,-18.522793370165743
2022-06-08 18:15:52+00:00,-5.675675414364641,-18.95947955801105
2022-06-08 18:15:56+00:00,-5.127524861878453,-17.827182044198896
2022-06-08 18:16:00+00:00,-6.617991712707183,-16.756204419889503
2022-06-08 18:16:04+00:00,-7.472207458563536,-17.144356077348068
2022-06-08 18:16:08+00:00,-6.20316270718232,-17.566184254143646
2022-06-08 18:16:12+00:00,-6.164976819407008,-16.982261455525606
2022-06-08 18:16:16+00:00,-5.143043783783784,-17.50467054054054
2022-06-08 18:16:20+00:00,-6.557510270270271,-16.673696216216218
2022-06-08 18:16:24+00:00,-6.2204147540983605,-16.238546721311476
2022-06-08 18:16:28+00:00,-10.965250276243093,-13.970430110497237
2022-06-08 18:16:32+00:00,-23.552038186813185,5.127782967032966
2022-06-08 18:16:36+00:00,-22.43667566137566,6.486476984126984
2022-06-08 18:16:40+00:00,-22.222155172413796,6.2622649867374
2022-06-08 18:16:44+00:00,-23.04667663043478,6.312653804347826
2022-06-08 18:16:48+00:00,-20.638023204419888,6.327941988950276
2022-06-08 18:16:52+00:00,-21.27143314917127,5.838725690607735
2022-06-08 18:16:56+00:00,-21.091390909090908,6.557926721763085
2022-06-08 18:17:00+00:00,-21.27734852546917,2.6947426273458444
2022-06-08 18:17:04+00:00,-21.613704324324324,6.088347567567568
2022-06-08 18:17:08+00:00,-21.387783776595747,6.671677127659574
2022-06-08 18:17:12+00:00,-18.391196226415094,3.745526684636119
2022-06-08 18:17:16+00:00,-18.86040134408602,4.352235483870968
2022-06-08 18:17:20+00:00,-18.590492513368982,2.6685901069518714
2022-06-08 18:17:24+00:00,-17.97784489247312,5.638380376344086
2022-06-08 18:17:28+00:00,-17.152913101604277,5.177123796791444
2022-06-08 18:17:32+00:00,-18.191706336088153,5.350332782369146
2022-06-08 18:17:36+00:00,-19.019191460055094,5.9964564738292
2022-06-08 18:17:40+00:00,-18.093872849462365,6.412069086021505
2022-06-08 18:17:44+00:00,-16.925801604278075,3.4256029411764706
2022-06-08 18:17:48+00:00,-17.277667024128686,3.9898415549597854
2022-06-08 18:17:52+00:00,-15.216588297872342,3.401594946808511
2022-06-08 18:17:56+00:00,-16.54529349593496,0.9981262872628727
2022-06-08 18:18:00+00:00,-0.3781512396694215,19.221927548209365
2022-06-08 18:18:04+00:00,5.644955219780219,18.753215934065935
2022-06-08 18:18:08+00:00,4.976965333333333,17.902716
2022-06-08 18:18:12+00:00,6.875403448275863,17.995051458885943
2022-06-08 18:18:16+00:00,5.385484340659341,18.758574725274723
2022-06-08 18:18:20+00:00,7.581375206611571,17.38752424242424
2022-06-08 18:18:24+00:00,6.2905367403314925,19.61164779005525
2022-06-08 18:18:28+00:00,5.118156509695291,17.960126869806096
2022-06-08 18:18:32+00:00,4.326874309392266,19.44164419889503
2022-06-08 18:18:36+00:00,5.938178453038675,17.558722099447515
2022-06-08 18:18:40+00:00,7.744911602209944,18.289144751381215
2022-06-08 18:18:44+00:00,3.885675414364641,18.6936091160221
2022-06-08 18:18:48+00:00,-10.459188674033149,11.37775
2022-06-08 18:18:52+00:00,-20.0349182320442,3.7029911602209946
2022-06-08 18:18:56+00:00,-2.2716677595628414,16.942237158469947
2022-06-08 18:19:00+00:00,-0.6478154696132596,15.428633977900553
2022-06-08 18:19:04+00:00,-15.924257458563535,7.327801933701657
2022-06-08 18:19:08+00:00,-19.220724999999998,3.386531818181818
